step,global_relative_delta,outcome_distribution/dismissed_minus_allowed,outcome_distribution/absolute_allowed_dismissed_gap,firac/zero_reward_fraction,firac/format_valid_rate,firac/R_total,train/kl,train/grad_norm,train/entropy
0,0.0,0.0,0.0,0.0,1.0,0.2857067584991455,0.0,0.02101471647620201,1.2349750995635986
10,0.00021096043627675244,0.125,0.125,0.0,1.0,0.3162092864513397,0.0006642215885221958,0.021419823169708252,1.2193889617919922
14,0.0002196367666702224,-0.125,0.125,0.0,1.0,0.28776833415031433,0.0006567406817339361,0.009325435385107994,1.2951174974441528
