,R_total,R_total,R_total,R_outcome,R_outcome,R_outcome,R_issues,R_issues,R_issues,R_rules,R_rules,R_rules,R_authority,R_authority,R_authority,R_reasoning,R_reasoning,R_reasoning,R_format_soft,R_format_soft,R_format_soft
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
generated_outcome,,,,,,,,,,,,,,,,,,,,,
,0.16992061347743165,0.08642928325012188,11,0.0,0.0,11,0.09696969696969697,0.22383254924387133,11,0.16330260648442466,0.16874281098659447,11,0.026515151515151512,0.05972369037424925,11,0.0948664971392244,0.09210306092052514,11,0.5952272727272727,0.10330400854670732,11
allowed,0.28711998535219363,0.10720735098908812,518,0.48455598455598453,0.5002445202416654,518,0.1344916344916345,0.296716664689749,518,0.12418078962196609,0.15213913733164106,518,0.05577180419655854,0.1083679195715276,518,0.16713298299440443,0.12610252309511413,518,0.9670463320463321,0.022279692466115764,518
dismissed,0.29826384372854137,0.12282333996331299,564,0.49645390070921985,0.5004312665871387,564,0.1818051334008781,0.3387487333738439,564,0.12203274080044385,0.14638253250483924,564,0.05726391582091141,0.11490760854589047,564,0.18018524794096233,0.14421289965539402,564,0.9673758865248228,0.02539619669350298,564
other,0.24975884586572272,0.10243120099515406,251,0.2151394422310757,0.41174006421295417,251,0.14922532093846835,0.306587372905225,251,0.11182754372934828,0.15323639057064067,251,0.04271272966670405,0.10350915164539666,251,0.12285080999435857,0.12046512464609103,251,0.9689043824701196,0.02345410029647543,251
