reward_call_index,case_id,max_correct_reward,max_wrong_reward,mean_correct_reward,mean_wrong_reward
19,sc_2007_insc_511,0.39999999999999997,0.11,0.3983125,0.06443750000000001
19,sc_2015_insc_136,0.49774999999999997,0.11441666666666667,0.45872916666666663,0.08164583333333333
19,sc_2016_insc_124,0.39999999999999997,0.10229545454545454,0.39909999999999995,0.06668181818181818
20,sc_1989_insc_322,0.43775,0.13,0.41774999999999995,0.08473284313725489
20,sc_1990_insc_281,0.49774999999999997,0.20229545454545453,0.44206249999999997,0.16406493506493505
20,sc_1995_insc_65,0.39775,0.09301666666666666,0.39775,0.05906666666666667
20,sc_1998_insc_415,0.6799999999999999,0.37775,0.5133333333333333,0.26006818181818175
20,sc_1998_insc_429,0.65,0.2334642857142857,0.5318333333333333,0.15239285714285714
20,sc_2002_insc_504,0.45229545454545456,0.16785714285714284,0.4086590909090909,0.08778571428571429
20,sc_2007_insc_1213,0.4834642857142857,0.22775,0.4384910714285714,0.18360714285714286
20,sc_2008_insc_540,0.39775,0.05,0.39775,0.04839285714285715
20,sc_2010_insc_33,0.39999999999999997,0.14775,0.398875,0.11138636363636363
20,sc_2017_insc_606,0.49774999999999997,0.20454545454545453,0.45001515151515153,0.11337727272727272
20,sc_2017_insc_683,0.44775,0.1,0.423875,0.05683333333333335
20,sc_2023_insc_369,0.45229545454545456,0.05,0.4250227272727273,0.048875
21,in_abs_train_224,0.7428571428571429,0.37989285714285714,0.6930809523809522,0.3449285714285714
21,sc_1966_insc_217,0.625,0.27499999999999997,0.5984999999999999,0.16955909090909088
21,sc_1976_insc_15,0.39999999999999997,0.05,0.39758333333333334,0.04820000000000001
21,sc_1993_insc_26,0.39999999999999997,0.05,0.3983125,0.04831250000000001
21,sc_1994_insc_26,0.54775,0.19275,0.5227499999999999,0.10399404761904761
21,sc_2000_insc_101,0.45229545454545456,0.20229545454545453,0.45229545454545456,0.11060804195804197
21,sc_2008_insc_444,0.54775,0.125,0.49707142857142844,0.08943333333333334
21,sc_2008_insc_49,0.46441666666666664,0.19775,0.4310833333333333,0.16025
21,sc_2009_insc_33,0.49774999999999997,0.04775000000000001,0.42696428571428563,0.04775000000000001
21,sc_2010_insc_6,0.49774999999999997,0.14775,0.42767142857142854,0.08108333333333334
21,sc_2018_insc_218,0.39775,0.19775,0.39775,0.10155952380952381
21,sc_2020_insc_581,0.45229545454545456,0.04775000000000001,0.4155492424242424,0.04775000000000001
22,in_abs_train_113,0.54775,0.2,0.42865000000000003,0.14758333333333334
22,sc_1972_insc_29,0.39999999999999997,0.2,0.398125,0.173875
