,R_total,R_total,R_total,R_format_soft,R_format_soft,R_format_soft,R_format,R_format,R_format,R_outcome,R_outcome,R_outcome,R_issues,R_issues,R_issues,R_rules,R_rules,R_rules,R_authority,R_authority,R_authority,R_reasoning,R_reasoning,R_reasoning
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
generated_binary,,,,,,,,,,,,,,,,,,,,,,,,
allowed,0.29038306600450015,0.11286100202348523,40491,0.9671195636067275,0.02444182088257818,40491,0.9665747573534861,0.035711807075475485,40491,0.5020374898125509,0.500002022892681,40491,0.15240964776417099,0.31719358909393586,40491,0.11848654755829252,0.15488954132064392,40491,0.0507816187804997,0.10317690187367153,40491,0.17095897819234235,0.13264615526020812,40491
dismissed,0.2921404877146174,0.1208084075736023,38835,0.9666864040169951,0.024917132123884456,38835,0.9658414510106863,0.04050698742278823,38835,0.5023818720226599,0.5000007641967167,38835,0.1556917479899326,0.320035421789098,38835,0.12116078057718267,0.15566912651075485,38835,0.05179221520633082,0.10415870556327499,38835,0.1731029730730214,0.14199989581048403,38835
unknown,0.1869865673819197,0.0991829441398295,738,0.6460474254742548,0.11860681664227445,738,0.0,0.0,738,0.0,0.0,738,0.16005291005291006,0.29892440433762985,738,0.13499599041237392,0.15838171456667088,738,0.05982102020194705,0.10751205172531421,738,0.10597582771856649,0.11293399965593161,738
