stage,gpu,samples,mean_util_pct,median_util_pct,p90_util_pct,max_util_pct,mean_memory_gib,peak_memory_gib,mean_power_w
grpo,0,5269,90.46934902258494,96.0,100.0,100.0,20.68506647074872,23.68359375,318.21653444676406
grpo,1,5269,90.2064907952173,95.0,100.0,100.0,20.384502811254507,23.6875,308.1758701840957
grpo,2,5269,90.38792939836782,96.0,100.0,100.0,20.399103986762196,23.6875,313.509371797305
