step,allowed,dismissed,unknown,dismissed_minus_allowed
99,0.5208333333333334,0.4791666666666667,0.0,-0.041666666666666685
100,0.5208333333333334,0.46875,0.010416666666666666,-0.05208333333333337
101,0.3958333333333333,0.59375,0.010416666666666666,0.19791666666666669
102,0.5416666666666666,0.4375,0.020833333333333332,-0.10416666666666663
103,0.5,0.5,0.0,0.0
104,0.5104166666666666,0.4895833333333333,0.0,-0.020833333333333315
105,0.4583333333333333,0.5208333333333334,0.020833333333333332,0.06250000000000006
106,0.46875,0.5208333333333334,0.010416666666666666,0.05208333333333337
107,0.6145833333333334,0.375,0.010416666666666666,-0.23958333333333337
108,0.5520833333333334,0.4479166666666667,0.0,-0.10416666666666669
109,0.4791666666666667,0.5208333333333334,0.0,0.041666666666666685
110,0.5208333333333334,0.4791666666666667,0.0,-0.041666666666666685
111,0.5416666666666666,0.4583333333333333,0.0,-0.08333333333333331
112,0.5104166666666666,0.4895833333333333,0.0,-0.020833333333333315
113,0.5104166666666666,0.46875,0.020833333333333332,-0.04166666666666663
114,0.5104166666666666,0.4895833333333333,0.0,-0.020833333333333315
115,0.4791666666666667,0.5104166666666666,0.010416666666666666,0.031249999999999944
116,0.4583333333333333,0.5416666666666666,0.0,0.08333333333333331
117,0.4895833333333333,0.5104166666666666,0.0,0.020833333333333315
118,0.4375,0.5625,0.0,0.125
119,0.46875,0.53125,0.0,0.0625
120,0.5729166666666666,0.40625,0.020833333333333332,-0.16666666666666663
121,0.5208333333333334,0.4791666666666667,0.0,-0.041666666666666685
122,0.5104166666666666,0.46875,0.020833333333333332,-0.04166666666666663
123,0.6041666666666666,0.3958333333333333,0.0,-0.20833333333333331
124,0.46875,0.5104166666666666,0.020833333333333332,0.04166666666666663
125,0.6041666666666666,0.3958333333333333,0.0,-0.20833333333333331
126,0.46875,0.53125,0.0,0.0625
127,0.4895833333333333,0.5104166666666666,0.0,0.020833333333333315
128,0.5520833333333334,0.4479166666666667,0.0,-0.10416666666666669
129,0.5729166666666666,0.4270833333333333,0.0,-0.14583333333333331
130,0.5520833333333334,0.4479166666666667,0.0,-0.10416666666666669
131,0.4791666666666667,0.5,0.020833333333333332,0.020833333333333315
132,0.4166666666666667,0.5729166666666666,0.010416666666666666,0.15624999999999994
133,0.6458333333333334,0.3541666666666667,0.0,-0.2916666666666667
134,0.5,0.4895833333333333,0.010416666666666666,-0.010416666666666685
135,0.46875,0.5208333333333334,0.010416666666666666,0.05208333333333337
136,0.6041666666666666,0.3958333333333333,0.0,-0.20833333333333331
137,0.5208333333333334,0.4791666666666667,0.0,-0.041666666666666685
138,0.5416666666666666,0.4270833333333333,0.03125,-0.11458333333333331
139,0.53125,0.46875,0.0,-0.0625
140,0.4479166666666667,0.5520833333333334,0.0,0.10416666666666669
141,0.40625,0.5729166666666666,0.020833333333333332,0.16666666666666663
142,0.5,0.4791666666666667,0.020833333333333332,-0.020833333333333315
143,0.5104166666666666,0.4791666666666667,0.010416666666666666,-0.031249999999999944
144,0.4895833333333333,0.5,0.010416666666666666,0.010416666666666685
145,0.5625,0.4375,0.0,-0.125
146,0.4895833333333333,0.4791666666666667,0.03125,-0.01041666666666663
147,0.5104166666666666,0.4791666666666667,0.010416666666666666,-0.031249999999999944
148,0.4791666666666667,0.5208333333333334,0.0,0.041666666666666685
149,0.4479166666666667,0.5520833333333334,0.0,0.10416666666666669
150,0.4166666666666667,0.5833333333333334,0.0,0.16666666666666669
151,0.4895833333333333,0.4895833333333333,0.020833333333333332,0.0
152,0.5416666666666666,0.4583333333333333,0.0,-0.08333333333333331
153,0.46875,0.5,0.03125,0.03125
154,0.4375,0.5416666666666666,0.020833333333333332,0.10416666666666663
155,0.4895833333333333,0.5,0.010416666666666666,0.010416666666666685
156,0.4791666666666667,0.5208333333333334,0.0,0.041666666666666685
157,0.5625,0.4375,0.0,-0.125
158,0.46875,0.5208333333333334,0.010416666666666666,0.05208333333333337
159,0.3645833333333333,0.6354166666666666,0.0,0.2708333333333333
160,0.5,0.5,0.0,0.0
161,0.5208333333333334,0.4479166666666667,0.03125,-0.07291666666666669
162,0.4375,0.5625,0.0,0.125
163,0.5104166666666666,0.4791666666666667,0.010416666666666666,-0.031249999999999944
164,0.5208333333333334,0.4583333333333333,0.020833333333333332,-0.06250000000000006
165,0.4583333333333333,0.5416666666666666,0.0,0.08333333333333331
166,0.46875,0.5208333333333334,0.010416666666666666,0.05208333333333337
167,0.4270833333333333,0.5729166666666666,0.0,0.14583333333333331
168,0.5208333333333334,0.4791666666666667,0.0,-0.041666666666666685
169,0.5729166666666666,0.4270833333333333,0.0,-0.14583333333333331
170,0.4479166666666667,0.5416666666666666,0.010416666666666666,0.09374999999999994
171,0.5625,0.4166666666666667,0.020833333333333332,-0.14583333333333331
172,0.46875,0.5104166666666666,0.020833333333333332,0.04166666666666663
173,0.46875,0.5104166666666666,0.020833333333333332,0.04166666666666663
174,0.5520833333333334,0.4270833333333333,0.020833333333333332,-0.12500000000000006
175,0.53125,0.4583333333333333,0.010416666666666666,-0.07291666666666669
176,0.5208333333333334,0.46875,0.010416666666666666,-0.05208333333333337
177,0.59375,0.3958333333333333,0.010416666666666666,-0.19791666666666669
178,0.5416666666666666,0.4479166666666667,0.010416666666666666,-0.09374999999999994
179,0.53125,0.46875,0.0,-0.0625
180,0.5625,0.4375,0.0,-0.125
181,0.53125,0.4479166666666667,0.020833333333333332,-0.08333333333333331
182,0.46875,0.5104166666666666,0.020833333333333332,0.04166666666666663
183,0.46875,0.53125,0.0,0.0625
184,0.6041666666666666,0.3958333333333333,0.0,-0.20833333333333331
185,0.46875,0.53125,0.0,0.0625
186,0.4166666666666667,0.5833333333333334,0.0,0.16666666666666669
187,0.4791666666666667,0.5208333333333334,0.0,0.041666666666666685
188,0.5520833333333334,0.4270833333333333,0.020833333333333332,-0.12500000000000006
189,0.5416666666666666,0.4583333333333333,0.0,-0.08333333333333331
190,0.46875,0.5104166666666666,0.020833333333333332,0.04166666666666663
191,0.5208333333333334,0.4791666666666667,0.0,-0.041666666666666685
192,0.4479166666666667,0.5416666666666666,0.010416666666666666,0.09374999999999994
193,0.5625,0.4270833333333333,0.010416666666666666,-0.13541666666666669
194,0.4583333333333333,0.5416666666666666,0.0,0.08333333333333331
195,0.4895833333333333,0.5,0.010416666666666666,0.010416666666666685
196,0.5104166666666666,0.4895833333333333,0.0,-0.020833333333333315
197,0.3958333333333333,0.59375,0.010416666666666666,0.19791666666666669
198,0.4479166666666667,0.5416666666666666,0.010416666666666666,0.09374999999999994
199,0.4895833333333333,0.4895833333333333,0.020833333333333332,0.0
200,0.5208333333333334,0.46875,0.010416666666666666,-0.05208333333333337
201,0.5416666666666666,0.4479166666666667,0.010416666666666666,-0.09374999999999994
202,0.5104166666666666,0.4895833333333333,0.0,-0.020833333333333315
203,0.5,0.5,0.0,0.0
204,0.53125,0.4583333333333333,0.010416666666666666,-0.07291666666666669
205,0.3854166666666667,0.5833333333333334,0.03125,0.19791666666666669
206,0.46875,0.5208333333333334,0.010416666666666666,0.05208333333333337
207,0.4583333333333333,0.5104166666666666,0.03125,0.052083333333333315
208,0.46875,0.53125,0.0,0.0625
209,0.5208333333333334,0.46875,0.010416666666666666,-0.05208333333333337
210,0.5,0.4791666666666667,0.020833333333333332,-0.020833333333333315
211,0.5,0.4895833333333333,0.010416666666666666,-0.010416666666666685
212,0.6041666666666666,0.375,0.020833333333333332,-0.22916666666666663
213,0.5729166666666666,0.40625,0.020833333333333332,-0.16666666666666663
214,0.4895833333333333,0.5104166666666666,0.0,0.020833333333333315
215,0.5729166666666666,0.4270833333333333,0.0,-0.14583333333333331
216,0.375,0.625,0.0,0.25
217,0.4895833333333333,0.5104166666666666,0.0,0.020833333333333315
218,0.4479166666666667,0.5416666666666666,0.010416666666666666,0.09374999999999994
219,0.5416666666666666,0.4375,0.020833333333333332,-0.10416666666666663
220,0.5208333333333334,0.46875,0.010416666666666666,-0.05208333333333337
221,0.5416666666666666,0.4479166666666667,0.010416666666666666,-0.09374999999999994
222,0.46875,0.53125,0.0,0.0625
223,0.5104166666666666,0.4895833333333333,0.0,-0.020833333333333315
224,0.4791666666666667,0.5208333333333334,0.0,0.041666666666666685
225,0.53125,0.46875,0.0,-0.0625
226,0.5625,0.4166666666666667,0.020833333333333332,-0.14583333333333331
227,0.4791666666666667,0.5104166666666666,0.010416666666666666,0.031249999999999944
228,0.46875,0.5104166666666666,0.020833333333333332,0.04166666666666663
229,0.53125,0.46875,0.0,-0.0625
230,0.5104166666666666,0.46875,0.020833333333333332,-0.04166666666666663
231,0.4479166666666667,0.5416666666666666,0.010416666666666666,0.09374999999999994
232,0.53125,0.4583333333333333,0.010416666666666666,-0.07291666666666669
233,0.5416666666666666,0.4479166666666667,0.010416666666666666,-0.09374999999999994
234,0.5625,0.4375,0.0,-0.125
235,0.4270833333333333,0.5104166666666666,0.0625,0.08333333333333331
236,0.40625,0.5729166666666666,0.020833333333333332,0.16666666666666663
237,0.5208333333333334,0.4791666666666667,0.0,-0.041666666666666685
238,0.5625,0.4166666666666667,0.020833333333333332,-0.14583333333333331
239,0.46875,0.5208333333333334,0.010416666666666666,0.05208333333333337
240,0.4791666666666667,0.5208333333333334,0.0,0.041666666666666685
241,0.46875,0.5,0.03125,0.03125
242,0.4583333333333333,0.5416666666666666,0.0,0.08333333333333331
243,0.5416666666666666,0.4583333333333333,0.0,-0.08333333333333331
244,0.5520833333333334,0.4375,0.010416666666666666,-0.11458333333333337
245,0.5104166666666666,0.4895833333333333,0.0,-0.020833333333333315
246,0.5,0.4895833333333333,0.010416666666666666,-0.010416666666666685
247,0.5,0.46875,0.03125,-0.03125
248,0.4375,0.5625,0.0,0.125
249,0.5,0.4895833333333333,0.010416666666666666,-0.010416666666666685
250,0.53125,0.4583333333333333,0.010416666666666666,-0.07291666666666669
251,0.5833333333333334,0.4166666666666667,0.0,-0.16666666666666669
252,0.4583333333333333,0.4895833333333333,0.052083333333333336,0.03125
253,0.3958333333333333,0.6041666666666666,0.0,0.20833333333333331
254,0.4791666666666667,0.5208333333333334,0.0,0.041666666666666685
255,0.5104166666666666,0.4791666666666667,0.010416666666666666,-0.031249999999999944
256,0.5,0.5,0.0,0.0
257,0.53125,0.4583333333333333,0.010416666666666666,-0.07291666666666669
258,0.5208333333333334,0.46875,0.010416666666666666,-0.05208333333333337
259,0.5416666666666666,0.4583333333333333,0.0,-0.08333333333333331
260,0.4375,0.5520833333333334,0.010416666666666666,0.11458333333333337
261,0.4270833333333333,0.5729166666666666,0.0,0.14583333333333331
262,0.5,0.4791666666666667,0.020833333333333332,-0.020833333333333315
263,0.5416666666666666,0.4375,0.020833333333333332,-0.10416666666666663
264,0.46875,0.5104166666666666,0.020833333333333332,0.04166666666666663
265,0.5416666666666666,0.4583333333333333,0.0,-0.08333333333333331
266,0.5833333333333334,0.4166666666666667,0.0,-0.16666666666666669
267,0.5104166666666666,0.46875,0.020833333333333332,-0.04166666666666663
268,0.4791666666666667,0.5208333333333334,0.0,0.041666666666666685
269,0.5104166666666666,0.4791666666666667,0.010416666666666666,-0.031249999999999944
270,0.53125,0.46875,0.0,-0.0625
271,0.4791666666666667,0.5,0.020833333333333332,0.020833333333333315
272,0.5520833333333334,0.4270833333333333,0.020833333333333332,-0.12500000000000006
273,0.4895833333333333,0.5,0.010416666666666666,0.010416666666666685
274,0.4583333333333333,0.53125,0.010416666666666666,0.07291666666666669
275,0.5729166666666666,0.4270833333333333,0.0,-0.14583333333333331
276,0.4791666666666667,0.5208333333333334,0.0,0.041666666666666685
277,0.53125,0.4583333333333333,0.010416666666666666,-0.07291666666666669
278,0.375,0.6145833333333334,0.010416666666666666,0.23958333333333337
279,0.5520833333333334,0.4166666666666667,0.03125,-0.13541666666666669
280,0.5416666666666666,0.4583333333333333,0.0,-0.08333333333333331
281,0.53125,0.4583333333333333,0.010416666666666666,-0.07291666666666669
282,0.4791666666666667,0.5104166666666666,0.010416666666666666,0.031249999999999944
283,0.5104166666666666,0.4895833333333333,0.0,-0.020833333333333315
284,0.4479166666666667,0.5416666666666666,0.010416666666666666,0.09374999999999994
285,0.5416666666666666,0.4479166666666667,0.010416666666666666,-0.09374999999999994
286,0.4166666666666667,0.5729166666666666,0.010416666666666666,0.15624999999999994
287,0.5520833333333334,0.4375,0.010416666666666666,-0.11458333333333337
288,0.4583333333333333,0.5416666666666666,0.0,0.08333333333333331
289,0.53125,0.4583333333333333,0.010416666666666666,-0.07291666666666669
290,0.4791666666666667,0.5104166666666666,0.010416666666666666,0.031249999999999944
291,0.4479166666666667,0.5416666666666666,0.010416666666666666,0.09374999999999994
292,0.4791666666666667,0.5208333333333334,0.0,0.041666666666666685
293,0.4791666666666667,0.5208333333333334,0.0,0.041666666666666685
294,0.5208333333333334,0.4791666666666667,0.0,-0.041666666666666685
295,0.46875,0.5208333333333334,0.010416666666666666,0.05208333333333337
296,0.5416666666666666,0.4583333333333333,0.0,-0.08333333333333331
297,0.5,0.46875,0.03125,-0.03125
298,0.4583333333333333,0.5208333333333334,0.020833333333333332,0.06250000000000006
299,0.5208333333333334,0.46875,0.010416666666666666,-0.05208333333333337
300,0.40625,0.5729166666666666,0.020833333333333332,0.16666666666666663
301,0.5104166666666666,0.4791666666666667,0.010416666666666666,-0.031249999999999944
302,0.46875,0.5,0.03125,0.03125
303,0.46875,0.53125,0.0,0.0625
304,0.4270833333333333,0.5729166666666666,0.0,0.14583333333333331
305,0.5416666666666666,0.4583333333333333,0.0,-0.08333333333333331
306,0.4583333333333333,0.5208333333333334,0.020833333333333332,0.06250000000000006
307,0.4895833333333333,0.5,0.010416666666666666,0.010416666666666685
308,0.5,0.46875,0.03125,-0.03125
309,0.53125,0.4375,0.03125,-0.09375
310,0.46875,0.5,0.03125,0.03125
311,0.5104166666666666,0.4791666666666667,0.010416666666666666,-0.031249999999999944
312,0.5208333333333334,0.4479166666666667,0.03125,-0.07291666666666669
313,0.4479166666666667,0.5520833333333334,0.0,0.10416666666666669
314,0.5104166666666666,0.4479166666666667,0.041666666666666664,-0.062499999999999944
315,0.4895833333333333,0.5,0.010416666666666666,0.010416666666666685
316,0.53125,0.4583333333333333,0.010416666666666666,-0.07291666666666669
317,0.5625,0.4270833333333333,0.010416666666666666,-0.13541666666666669
318,0.46875,0.53125,0.0,0.0625
319,0.4166666666666667,0.5625,0.020833333333333332,0.14583333333333331
320,0.5416666666666666,0.4583333333333333,0.0,-0.08333333333333331
321,0.53125,0.4583333333333333,0.010416666666666666,-0.07291666666666669
322,0.59375,0.3958333333333333,0.010416666666666666,-0.19791666666666669
323,0.5,0.4895833333333333,0.010416666666666666,-0.010416666666666685
324,0.5729166666666666,0.4166666666666667,0.010416666666666666,-0.15624999999999994
325,0.5625,0.4166666666666667,0.020833333333333332,-0.14583333333333331
326,0.5729166666666666,0.4270833333333333,0.0,-0.14583333333333331
327,0.5,0.4895833333333333,0.010416666666666666,-0.010416666666666685
328,0.5833333333333334,0.4166666666666667,0.0,-0.16666666666666669
329,0.6145833333333334,0.3854166666666667,0.0,-0.22916666666666669
330,0.5520833333333334,0.4479166666666667,0.0,-0.10416666666666669
331,0.4479166666666667,0.5416666666666666,0.010416666666666666,0.09374999999999994
332,0.4375,0.5520833333333334,0.010416666666666666,0.11458333333333337
333,0.5,0.5,0.0,0.0
334,0.4895833333333333,0.4895833333333333,0.020833333333333332,0.0
335,0.53125,0.4479166666666667,0.020833333333333332,-0.08333333333333331
336,0.5,0.4895833333333333,0.010416666666666666,-0.010416666666666685
337,0.4583333333333333,0.5208333333333334,0.020833333333333332,0.06250000000000006
338,0.4583333333333333,0.5104166666666666,0.03125,0.052083333333333315
339,0.5416666666666666,0.4479166666666667,0.010416666666666666,-0.09374999999999994
340,0.4166666666666667,0.5625,0.020833333333333332,0.14583333333333331
341,0.53125,0.46875,0.0,-0.0625
342,0.3541666666666667,0.6458333333333334,0.0,0.2916666666666667
343,0.5416666666666666,0.4270833333333333,0.03125,-0.11458333333333331
344,0.5104166666666666,0.4895833333333333,0.0,-0.020833333333333315
345,0.46875,0.5,0.03125,0.03125
346,0.5104166666666666,0.4791666666666667,0.010416666666666666,-0.031249999999999944
347,0.5,0.4791666666666667,0.020833333333333332,-0.020833333333333315
348,0.5104166666666666,0.4895833333333333,0.0,-0.020833333333333315
349,0.4791666666666667,0.5,0.020833333333333332,0.020833333333333315
350,0.59375,0.40625,0.0,-0.1875
351,0.5208333333333334,0.4791666666666667,0.0,-0.041666666666666685
352,0.53125,0.4583333333333333,0.010416666666666666,-0.07291666666666669
353,0.4895833333333333,0.5,0.010416666666666666,0.010416666666666685
354,0.5104166666666666,0.46875,0.020833333333333332,-0.04166666666666663
355,0.5416666666666666,0.4583333333333333,0.0,-0.08333333333333331
356,0.4166666666666667,0.5833333333333334,0.0,0.16666666666666669
357,0.5208333333333334,0.4583333333333333,0.020833333333333332,-0.06250000000000006
358,0.4166666666666667,0.5729166666666666,0.010416666666666666,0.15624999999999994
359,0.59375,0.3958333333333333,0.010416666666666666,-0.19791666666666669
360,0.4895833333333333,0.5104166666666666,0.0,0.020833333333333315
361,0.53125,0.4166666666666667,0.052083333333333336,-0.11458333333333331
362,0.6041666666666666,0.3854166666666667,0.010416666666666666,-0.21874999999999994
363,0.53125,0.4270833333333333,0.041666666666666664,-0.10416666666666669
364,0.46875,0.53125,0.0,0.0625
365,0.4895833333333333,0.5104166666666666,0.0,0.020833333333333315
366,0.5,0.4791666666666667,0.020833333333333332,-0.020833333333333315
367,0.53125,0.46875,0.0,-0.0625
368,0.5833333333333334,0.4166666666666667,0.0,-0.16666666666666669
369,0.53125,0.46875,0.0,-0.0625
370,0.5104166666666666,0.4895833333333333,0.0,-0.020833333333333315
371,0.4895833333333333,0.5104166666666666,0.0,0.020833333333333315
372,0.53125,0.4583333333333333,0.010416666666666666,-0.07291666666666669
373,0.5208333333333334,0.4791666666666667,0.0,-0.041666666666666685
374,0.5416666666666666,0.4479166666666667,0.010416666666666666,-0.09374999999999994
375,0.4791666666666667,0.5104166666666666,0.010416666666666666,0.031249999999999944
376,0.6041666666666666,0.3854166666666667,0.010416666666666666,-0.21874999999999994
377,0.40625,0.5833333333333334,0.010416666666666666,0.17708333333333337
378,0.4166666666666667,0.5625,0.020833333333333332,0.14583333333333331
379,0.5208333333333334,0.4791666666666667,0.0,-0.041666666666666685
380,0.5520833333333334,0.4479166666666667,0.0,-0.10416666666666669
381,0.5208333333333334,0.4791666666666667,0.0,-0.041666666666666685
382,0.5416666666666666,0.4583333333333333,0.0,-0.08333333333333331
383,0.46875,0.53125,0.0,0.0625
384,0.5520833333333334,0.4479166666666667,0.0,-0.10416666666666669
385,0.5729166666666666,0.4270833333333333,0.0,-0.14583333333333331
386,0.4791666666666667,0.5104166666666666,0.010416666666666666,0.031249999999999944
387,0.6145833333333334,0.3854166666666667,0.0,-0.22916666666666669
388,0.5416666666666666,0.4479166666666667,0.010416666666666666,-0.09374999999999994
389,0.5104166666666666,0.4895833333333333,0.0,-0.020833333333333315
390,0.5729166666666666,0.4270833333333333,0.0,-0.14583333333333331
391,0.4583333333333333,0.53125,0.010416666666666666,0.07291666666666669
392,0.5208333333333334,0.4583333333333333,0.020833333333333332,-0.06250000000000006
393,0.4895833333333333,0.5104166666666666,0.0,0.020833333333333315
394,0.4895833333333333,0.4791666666666667,0.03125,-0.01041666666666663
395,0.4895833333333333,0.5104166666666666,0.0,0.020833333333333315
396,0.5520833333333334,0.4375,0.010416666666666666,-0.11458333333333337
397,0.5416666666666666,0.4479166666666667,0.010416666666666666,-0.09374999999999994
398,0.5104166666666666,0.46875,0.020833333333333332,-0.04166666666666663
399,0.5833333333333334,0.40625,0.010416666666666666,-0.17708333333333337
400,0.4791666666666667,0.5,0.020833333333333332,0.020833333333333315
401,0.5208333333333334,0.4791666666666667,0.0,-0.041666666666666685
402,0.6041666666666666,0.3958333333333333,0.0,-0.20833333333333331
403,0.5520833333333334,0.4375,0.010416666666666666,-0.11458333333333337
404,0.53125,0.46875,0.0,-0.0625
405,0.53125,0.4479166666666667,0.020833333333333332,-0.08333333333333331
406,0.4479166666666667,0.5520833333333334,0.0,0.10416666666666669
407,0.5,0.5,0.0,0.0
408,0.5416666666666666,0.4583333333333333,0.0,-0.08333333333333331
409,0.53125,0.46875,0.0,-0.0625
410,0.5,0.4895833333333333,0.010416666666666666,-0.010416666666666685
411,0.4375,0.5520833333333334,0.010416666666666666,0.11458333333333337
412,0.5104166666666666,0.4895833333333333,0.0,-0.020833333333333315
413,0.4895833333333333,0.5104166666666666,0.0,0.020833333333333315
414,0.4375,0.5520833333333334,0.010416666666666666,0.11458333333333337
415,0.5416666666666666,0.4479166666666667,0.010416666666666666,-0.09374999999999994
416,0.5416666666666666,0.4583333333333333,0.0,-0.08333333333333331
417,0.59375,0.40625,0.0,-0.1875
418,0.5104166666666666,0.4895833333333333,0.0,-0.020833333333333315
419,0.4791666666666667,0.5208333333333334,0.0,0.041666666666666685
420,0.4895833333333333,0.5104166666666666,0.0,0.020833333333333315
421,0.5104166666666666,0.4791666666666667,0.010416666666666666,-0.031249999999999944
422,0.4375,0.5625,0.0,0.125
423,0.5104166666666666,0.4791666666666667,0.010416666666666666,-0.031249999999999944
424,0.5520833333333334,0.4375,0.010416666666666666,-0.11458333333333337
425,0.4895833333333333,0.5,0.010416666666666666,0.010416666666666685
